"host_response_rate" "host_acceptance_rate" "host_response_time" "host_is_superhost"
"47455" 57 100 "within a day" "f"
"47456" 100 98 "within an hour" "f"
"47457" 100 100 "within an hour" "f"
"47458" NA NA "N/A" "f"
"47459" 100 100 "within a few hours" "f"
"47460" 44 67 "a few days or more" "f"
"47461" 40 67 "a few days or more" "f"
"47462" NA NA "N/A" "f"
"47463" NA NA "N/A" "f"
"47464" NA NA "N/A" "f"
"47465" NA NA "N/A" "f"
"47466" 60 90 "within a day" "f"
"47467" NA NA "N/A" "f"
"47468" 100 100 "within an hour" "f"
"47469" 70 100 "within a few hours" "f"
"47470" 100 50 "within an hour" "f"
"47471" 83 80 "within a day" "f"
"47472" 88 93 "within a day" "f"
"47473" NA NA "N/A" "f"
"47474" 100 100 "within an hour" "f"
"47475" NA NA "N/A" "f"
"47476" 100 100 "within a few hours" "f"
"47477" 80 100 "within a day" "f"
"47478" NA NA "N/A" "f"
"47479" 100 NA "within an hour" "f"
"47480" NA NA "N/A" "f"
"47481" 100 81 "within a few hours" "f"
"47482" NA NA "N/A" "f"
"47483" 100 86 "within a few hours" "f"
"47484" NA NA "N/A" "f"
"47485" 100 100 "within an hour" "f"
"47486" 67 NA "within a day" "f"
"47487" 100 100 "within an hour" "f"
"47488" 100 100 "within an hour" "f"
"47489" 89 70 "within an hour" "f"
"47490" 40 100 "a few days or more" "f"
"47491" 100 43 "within a few hours" "f"
"47492" 90 83 "within a few hours" "f"
"47493" NA NA "N/A" "f"
"47494" 100 100 "within a day" "f"
"47495" 25 NA "a few days or more" "f"
"47496" NA NA "N/A" "f"
"47497" 80 88 "within a day" "f"
"47498" 100 NA "within a day" "f"
"47499" NA NA "N/A" "f"
"47500" 38 75 "a few days or more" "f"
"47501" 90 100 "within a few hours" "f"
"47502" NA NA "N/A" "f"
"47503" 100 56 "within an hour" "f"
"47504" NA NA "N/A" "f"
"47505" 100 100 "within an hour" "f"
"47506" 100 100 "within an hour" "f"
"47507" 100 75 "within a few hours" "f"
"47508" 82 92 "within a few hours" "f"
"47509" 100 100 "within an hour" "f"
"47510" 78 75 "within a day" "f"
"47511" 60 75 "within a day" "f"
"47512" 100 100 "within an hour" "f"
"47513" 100 100 "within an hour" "f"
"47514" 100 81 "within a few hours" "f"
"47515" 97 91 "within a few hours" "t"
"47516" 100 NA "within an hour" "f"
"47517" NA NA "N/A" "f"
"47518" NA NA "N/A" "f"
"47519" NA NA "N/A" "f"
"47520" 90 89 "within a few hours" "f"
"47521" NA NA "N/A" "f"
"47522" 100 90 "within a few hours" "t"
"47523" NA NA "N/A" "f"
"47524" 100 89 "within a few hours" "f"
"47525" 98 100 "within an hour" "f"
"47526" 80 100 "within a day" "f"
"47527" NA NA "N/A" "f"
"47528" 33 100 "a few days or more" "f"
"47529" 100 43 "within an hour" "f"
"47530" 100 40 "within a day" "f"
"47531" 100 100 "within an hour" "f"
"47532" NA NA "N/A" "f"
"47533" 100 100 "within a few hours" "f"
"47534" NA NA "N/A" "f"
"47535" NA NA "N/A" "f"
"47536" 90 100 "within a day" "f"
"47537" 100 100 "within a few hours" "f"
"47538" NA NA "N/A" "f"
"47539" 100 100 "within an hour" "f"
"47540" NA NA "N/A" "f"
"47541" 100 100 "within a day" "f"
"47542" 100 100 "within an hour" "f"
"47543" 90 53 "within a few hours" "t"
"47544" 100 33 "within a day" "f"
"47545" 50 67 "within a day" "f"
"47546" NA NA "N/A" "f"
"47547" NA NA "N/A" "f"
"47548" 100 NA "within a few hours" "f"
"47549" NA NA "N/A" "f"
"47550" 100 75 "within a few hours" "f"
"47551" 80 78 "within a day" "f"
"47552" 67 100 "within an hour" "f"
"47553" 70 83 "within a day" "f"
"47554" 100 83 "within an hour" "f"
"47555" 100 100 "within an hour" "f"
"47556" 100 100 "within an hour" "f"
"47557" NA NA "N/A" "f"
"47558" 100 90 "within an hour" "f"
"47559" NA NA "N/A" "f"
"47560" 100 100 "within an hour" "f"
"47561" NA NA "N/A" "f"
"47562" 97 83 "within a few hours" "f"
"47563" 100 88 "within a few hours" "f"
"47564" 100 50 "within an hour" "f"
"47565" 100 98 "within a few hours" "f"
"47566" 100 81 "within a few hours" "f"
"47567" 100 88 "within a few hours" "f"
"47568" 100 95 "within a few hours" "f"
"47569" 100 100 "within a few hours" "f"
"47570" 100 33 "within a day" "f"
"47571" NA NA "N/A" "f"
"47572" 100 100 "within an hour" "t"
"47573" 88 57 "within a day" "f"
"47574" 100 88 "within a few hours" "f"
"47575" NA NA "N/A" "f"
"47576" 100 100 "within a day" "f"
"47577" NA NA "N/A" "f"
"47578" NA NA "N/A" "f"
"47579" NA NA "N/A" "f"
"47580" 90 93 "within a few hours" "f"
"47581" NA NA "N/A" "f"
"47582" 100 62 "within a few hours" "t"
"47583" NA NA "N/A" "f"
"47584" 83 33 "within a day" "f"
"47585" 71 100 "within a day" "f"
"47586" 100 100 "within an hour" "f"
"47587" 100 100 "within an hour" "f"
"47588" 84 83 "within a few hours" "f"
"47589" 100 73 "within an hour" "f"
"47590" 50 75 "within a day" "f"
"47591" 100 100 "within an hour" "f"
"47592" 100 0 "within a day" "f"
"47593" 100 NA "within a day" "f"
"47594" 80 100 "within a day" "f"
"47595" NA NA "N/A" "f"
"47596" 100 100 "within an hour" "f"
"47597" 100 100 "within a day" "f"
"47598" 100 100 "within an hour" "f"
"47599" NA NA "N/A" "f"
"47600" 100 100 "within an hour" "f"
"47601" 100 100 "within an hour" "f"
"47602" NA NA "N/A" "f"
"47603" 100 NA "within a day" "f"
"47604" 100 100 "within a few hours" "f"
"47605" 80 67 "within an hour" "f"
"47606" NA NA "N/A" "f"
"47607" 100 78 "within a few hours" "f"
"47608" 100 89 "within a few hours" "f"
"47609" 100 100 "within an hour" "f"
"47610" 25 NA "a few days or more" "f"
"47611" 100 91 "within an hour" "f"
"47612" NA NA "N/A" "f"
"47613" 100 100 "within an hour" "f"
"47614" NA NA "N/A" "f"
"47615" NA NA "N/A" "f"
"47616" 33 NA "a few days or more" "f"
"47617" 90 100 "within a few hours" "f"
"47618" NA NA "N/A" "f"
"47619" 100 60 "within a day" "f"
"47620" NA NA "N/A" "f"
"47621" 95 88 "within a few hours" "f"
"47622" NA NA "N/A" "f"
"47623" 100 50 "within a day" "f"
"47624" 100 80 "within a few hours" "f"
"47625" 100 0 "within a few hours" "f"
"47626" 100 100 "within an hour" "f"
"47627" 100 100 "within a few hours" "f"
"47628" 100 100 "within an hour" "f"
"47629" 100 93 "within a few hours" "f"
"47630" 100 89 "within an hour" "f"
"47631" 100 100 "within an hour" "f"
"47632" NA NA "N/A" "f"
"47633" 100 0 "within a few hours" "f"
"47634" 100 88 "within a few hours" "f"
"47635" NA NA "N/A" "f"
"47636" 100 67 "within a few hours" "f"
"47637" 100 77 "within a few hours" "f"
"47638" 100 100 "within an hour" "f"
"47639" NA NA "N/A" "f"
"47640" 100 83 "within a few hours" "f"
"47641" 100 100 "within an hour" "t"
"47642" 100 89 "within a few hours" "f"
"47643" 100 100 "within a few hours" "f"
"47644" 100 100 "within a few hours" "f"
"47645" NA NA "N/A" "f"
"47646" NA NA "N/A" "f"
"47647" NA NA "N/A" "f"
"47648" 100 100 "within a few hours" "f"
"47649" 100 100 "within a few hours" "f"
"47650" 88 50 "within a few hours" "f"
"47651" NA NA "N/A" "f"
"47652" 100 100 "within an hour" "f"
"47653" 56 75 "within a day" "f"
"47654" 100 100 "within an hour" "f"
"47655" NA NA "N/A" "f"
"47656" 90 100 "within a few hours" "f"
"47657" 100 100 "within an hour" "f"
"47658" NA NA "N/A" "f"
"47659" 40 100 "a few days or more" "f"
"47660" 90 100 "within a day" "f"
"47661" 70 100 "within a day" "f"
"47662" 100 71 "within an hour" "f"
"47663" 100 NA "within a day" "f"
"47664" 70 100 "within a day" "f"
"47665" 100 100 "within an hour" "f"
"47666" 71 67 "within a few hours" "f"
"47667" 90 82 "within a few hours" "f"
"47668" NA NA "N/A" "f"
"47669" 100 43 "within a day" "f"
"47670" NA NA "N/A" "f"
"47671" 100 25 "within a few hours" "f"
"47672" 100 NA "within a day" "f"
"47673" NA NA "N/A" "f"
"47674" NA NA "N/A" "f"
"47675" 100 100 "within an hour" "f"
"47676" 100 100 "within an hour" "f"
"47677" 100 80 "within a few hours" "f"
"47678" NA NA "N/A" "f"
"47679" NA NA "N/A" "f"
"47680" 75 100 "within a few hours" "f"
"47681" 100 57 "within a few hours" "f"
"47682" 100 100 "within an hour" "f"
"47683" 70 75 "within a day" "f"
"47684" NA NA "N/A" "f"
"47685" 100 100 "within a few hours" "f"
"47686" 70 86 "within a day" "f"
"47687" 50 NA "within a day" "f"
"47688" 90 100 "within a few hours" "f"
"47689" 80 33 "within a day" "f"
"47690" NA NA "N/A" "f"
"47691" NA NA "N/A" "f"
"47692" NA NA "N/A" "f"
"47693" NA NA "N/A" "f"
"47694" NA NA "N/A" "f"
"47695" 100 100 "within a few hours" "f"
"47696" 100 100 "within an hour" "f"
"47697" 67 60 "within a few hours" "f"
"47698" 100 78 "within a day" "f"
"47699" 100 0 "within a few hours" "f"
"47700" 83 83 "within a few hours" "f"
"47701" 100 100 "within a few hours" "f"
"47702" 90 13 "within a few hours" "f"
"47703" NA NA "N/A" "f"
"47704" 67 100 "within a few hours" "f"
"47705" 100 67 "within a few hours" "f"
"47706" 100 100 "within an hour" "f"
"47707" NA NA "N/A" "f"
"47708" 71 100 "within a day" "f"
"47709" 100 63 "within an hour" "f"
"47710" 67 NA "within a day" "f"
"47711" NA NA "N/A" "f"
"47712" 100 100 "within a few hours" "t"
"47713" NA NA "N/A" "f"
"47714" 88 0 "within a day" "f"
"47715" NA NA "N/A" "f"
"47716" 100 92 "within a few hours" "f"
"47717" 50 100 "within a day" "f"
"47718" NA NA "N/A" "f"
"47719" 100 100 "within a few hours" "f"
"47720" 100 80 "within an hour" "f"
"47721" 100 100 "within a day" "f"
"47722" 80 NA "within a day" "f"
"47723" 100 96 "within an hour" "f"
"47724" NA NA "N/A" "f"
"47725" 100 100 "within a few hours" "f"
"47726" NA NA "N/A" "f"
"47727" NA NA "N/A" "f"
"47728" 80 100 "within a day" "f"
"47729" 80 100 "within a day" "f"
"47730" 70 100 "within a day" "f"
"47731" 60 83 "within a day" "f"
"47732" NA NA "N/A" "f"
"47733" 100 100 "within an hour" "f"
"47734" 90 75 "within a day" "f"
"47735" NA NA "N/A" "f"
"47736" NA NA "N/A" "f"
"47737" 100 70 "within a few hours" "f"
"47738" 90 86 "within a day" "f"
"47739" 100 50 "within a day" "f"
"47740" 100 81 "within an hour" "f"
"47741" 100 29 "within a few hours" "f"
"47742" 67 NA "within a day" "f"
"47743" 100 100 "within an hour" "f"
"47744" 80 100 "within an hour" "f"
"47745" NA NA "N/A" "f"
"47746" 88 70 "within a few hours" "f"
"47747" 20 100 "a few days or more" "f"
"47748" 100 100 "within a day" "f"
"47749" 90 91 "within a day" "f"
"47750" NA NA "N/A" "f"
"47751" 56 33 "within a day" "f"
"47752" NA NA "N/A" "f"
"47753" NA NA "N/A" "f"
"47754" NA NA "N/A" "f"
"47755" NA NA "N/A" "f"
"47756" NA NA "N/A" "f"
"47757" NA NA "N/A" "f"
"47758" NA NA "N/A" "f"
"47759" 100 65 "within an hour" "f"
"47760" 100 NA "within a few hours" "f"
"47761" 80 100 "within a few hours" "f"
"47762" NA NA "N/A" "f"
"47763" 100 100 "within a few hours" "f"
"47764" NA NA "N/A" "f"
"47765" 100 NA "within an hour" "f"
"47766" 50 NA "within a day" "f"
"47767" 80 100 "within a day" "f"
"47768" 100 0 "within a day" "f"
"47769" 100 0 "within an hour" "f"
"47770" 100 60 "within a day" "f"
"47771" 100 100 "within a few hours" "f"
"47772" 89 75 "within an hour" "f"
"47773" 67 50 "within a day" "f"
"47774" NA NA "N/A" "f"
"47775" 100 NA "within a day" "f"
"47776" 100 100 "within a day" "f"
"47777" 100 93 "within a day" "f"
"47778" 100 100 "within an hour" "f"
"47779" 98 81 "within an hour" "f"
"47780" NA NA "N/A" "f"
"47781" 100 NA "within a day" "f"
"47782" 100 100 "within a few hours" "f"
"47783" 100 75 "within a few hours" "f"
"47784" 100 75 "within a few hours" "f"
"47785" 100 100 "within an hour" "f"
"47786" 100 50 "within a few hours" "f"
"47787" 100 86 "within an hour" "f"
"47788" 90 100 "within a few hours" "f"
"47789" 100 100 "within an hour" "f"
"47790" NA NA "N/A" "f"
"47791" NA 100 "N/A" "f"
"47792" 100 100 "within a day" "f"
"47793" 90 55 "within a few hours" "f"
"47794" 100 50 "within an hour" "f"
"47795" 70 87 "within a day" "f"
"47796" 100 100 "within a few hours" "f"
"47797" NA NA "N/A" "f"
"47798" 40 NA "a few days or more" "f"
"47799" 50 NA "within a day" "f"
"47800" 100 100 "within an hour" "f"
"47801" 100 39 "within a day" "t"
"47802" 33 100 "a few days or more" "f"
"47803" 100 NA "within an hour" "f"
"47804" 100 100 "within an hour" "f"
"47805" NA NA "N/A" "f"
"47806" 63 30 "within a day" "f"
"47807" 100 100 "within an hour" "f"
"47808" NA NA "N/A" "f"
"47809" 100 100 "within an hour" "f"
"47810" 100 100 "within a day" "f"
"47811" 75 NA "within a day" "f"
"47812" NA NA "N/A" "t"
"47813" 50 50 "within a day" "f"
"47814" 11 100 "a few days or more" "f"
"47815" NA NA "N/A" "f"
"47816" 100 88 "within an hour" "f"
"47817" 100 67 "within a few hours" "t"
"47818" 100 33 "within a few hours" "f"
"47819" NA NA "N/A" "f"
"47820" 100 33 "within a day" "f"
"47821" 100 71 "within a few hours" "t"
"47822" 100 50 "within an hour" "f"
"47823" 100 75 "within a few hours" "f"
"47824" 100 100 "within an hour" "f"
"47825" 100 100 "within a few hours" "f"
"47826" 90 83 "within an hour" "f"
"47827" 100 86 "within a few hours" "f"
"47828" 90 86 "within a few hours" "f"
"47829" 100 100 "within an hour" "f"
"47830" NA NA "N/A" "f"
"47831" NA NA "N/A" "f"
"47832" NA NA "N/A" "f"
"47833" 90 25 "within a few hours" "f"
"47834" NA NA "N/A" "f"
"47835" 100 100 "within an hour" "f"
"47836" 100 NA "within a few hours" "f"
"47837" 90 59 "within a day" "f"
"47838" 100 0 "within a day" "f"
"47839" 100 98 "within an hour" "f"
"47840" NA NA "N/A" "f"
"47841" NA NA "N/A" "f"
"47842" 90 40 "within a few hours" "f"
"47843" NA NA "N/A" "f"
"47844" 100 46 "within an hour" "f"
"47845" NA NA "N/A" "f"
"47846" NA NA "N/A" "f"
"47847" 98 81 "within an hour" "f"
"47848" 100 100 "within an hour" "f"
"47849" 100 100 "within a few hours" "f"
"47850" NA NA "N/A" "f"
"47851" 80 NA "within a day" "f"
"47852" NA NA "N/A" "f"
"47853" 63 0 "within a day" "f"
"47854" 100 100 "within an hour" "f"
"47855" 100 100 "within an hour" "f"
"47856" NA NA "N/A" "f"
"47857" 75 100 "within an hour" "f"
"47858" 75 100 "within a few hours" "f"
"47859" 100 100 "within a few hours" "f"
"47860" 100 100 "within a few hours" "f"
"47861" 100 100 "within an hour" "f"
"47862" NA NA "N/A" "f"
"47863" NA NA "N/A" "f"
"47864" NA NA "N/A" "f"
"47865" 100 100 "within a few hours" "f"
"47866" 100 100 "within a few hours" "f"
"47867" 100 100 "within a few hours" "f"
"47868" NA NA "N/A" "f"
"47869" NA NA "N/A" "f"
"47870" 100 50 "within an hour" "f"
"47871" 57 100 "within a day" "f"
"47872" 100 75 "within a few hours" "f"
"47873" 50 100 "within a day" "f"
"47874" 100 100 "within a few hours" "f"
"47875" 100 100 "within an hour" "f"
"47876" 80 100 "within a day" "f"
"47877" 100 100 "within an hour" "f"
"47878" 95 100 "within an hour" "f"
"47879" NA NA "N/A" "f"
"47880" NA NA "N/A" "f"
"47881" NA NA "N/A" "f"
"47882" 100 100 "within an hour" "f"
"47883" 90 80 "within a few hours" "f"
"47884" 100 0 "within an hour" "f"
"47885" NA NA "N/A" "f"
"47886" 100 100 "within a few hours" "f"
"47887" 90 17 "within a day" "t"
"47888" NA NA "N/A" "f"
"47889" NA NA "N/A" "f"
"47890" 100 85 "within a few hours" "f"
"47891" 95 100 "within an hour" "f"
"47892" 100 100 "within an hour" "f"
"47893" 100 100 "within a few hours" "f"
"47894" NA NA "N/A" "f"
"47895" 100 NA "within a day" "f"
"47896" NA NA "N/A" "f"
"47897" NA NA "N/A" "f"
"47898" 100 78 "within a day" "f"
"47899" NA NA "N/A" "f"
"47900" 100 100 "within an hour" "f"
"47901" NA NA "N/A" "f"
"47902" 40 100 "a few days or more" "f"
"47903" 100 100 "within an hour" "f"
"47904" 100 91 "within a few hours" "f"
"47905" 94 86 "within a few hours" "f"
"47906" NA NA "N/A" "f"
"47907" NA NA "N/A" "f"
"47908" 83 100 "within a few hours" "f"
"47909" 94 82 "within a few hours" "f"
"47910" 100 90 "within an hour" "f"
"47911" NA NA "N/A" "f"
"47912" NA NA "N/A" "f"
"47913" 100 100 "within a few hours" "f"
"47914" 90 96 "within a day" "f"
"47915" 100 95 "within an hour" "f"
"47916" NA 100 "N/A" "f"
"47917" 50 100 "within a day" "f"
"47918" 100 40 "within a few hours" "f"
"47919" 100 50 "within an hour" "f"
"47920" 98 81 "within an hour" "f"
"47921" 90 50 "within a day" "f"
"47922" 90 56 "within a few hours" "f"
"47923" 100 100 "within an hour" "f"
"47924" 100 100 "within an hour" "f"
"47925" NA NA "" ""
"47926" 100 NA "within a day" "f"
"47927" NA NA "N/A" "f"
"47928" 100 100 "within an hour" "f"
"47929" NA NA "N/A" "f"
"47930" NA NA "N/A" "f"
"47931" 100 91 "within an hour" "t"
"47932" 94 94 "within a few hours" "f"
"47933" NA NA "N/A" "f"
"47934" 100 100 "within a few hours" "f"
"47935" NA NA "N/A" "f"
"47936" NA NA "N/A" "f"
"47937" NA NA "N/A" "f"
"47938" NA NA "N/A" "f"
"47939" 100 NA "within a day" "f"
"47940" 83 80 "within a day" "f"
"47941" 100 100 "within an hour" "f"
"47942" 100 100 "within a few hours" "f"
"47943" 100 NA "within a day" "f"
"47944" 100 100 "within a day" "f"
"47945" 100 100 "within a day" "f"
"47946" 100 100 "within an hour" "f"
"47947" 96 100 "within an hour" "f"
"47948" 100 0 "within an hour" "f"
"47949" NA NA "N/A" "f"
"47950" 100 96 "within a few hours" "f"
"47951" NA NA "N/A" "f"
"47952" 100 NA "within a day" "f"
"47953" 100 100 "within an hour" "f"
"47954" 80 83 "within an hour" "f"
"47955" NA NA "N/A" "f"
"47956" 100 NA "within an hour" "f"
"47957" 100 NA "within a few hours" "f"
"47958" 100 100 "within an hour" "f"
"47959" NA NA "N/A" "f"
"47960" NA NA "N/A" "f"
"47961" 100 100 "within a few hours" "f"
"47962" 100 25 "within an hour" "f"
"47963" 100 NA "within an hour" "f"
"47964" 80 25 "within a day" "f"
"47965" 100 100 "within an hour" "f"
"47966" 100 100 "within a day" "f"
"47967" 100 100 "within a few hours" "f"
"47968" 100 88 "within a few hours" "f"
"47969" NA NA "N/A" "f"
"47970" 100 50 "within a few hours" "f"
"47971" 100 100 "within an hour" "f"
"47972" 100 100 "within a few hours" "f"
"47973" 80 100 "within a day" "f"
"47974" NA NA "N/A" "f"
"47975" 100 100 "within a day" "f"
"47976" NA NA "N/A" "f"
"47977" 80 63 "within a day" "f"
"47978" NA NA "N/A" "f"
"47979" NA NA "N/A" "f"
"47980" 100 100 "within an hour" "f"
"47981" NA NA "N/A" "f"
"47982" 100 100 "within an hour" "f"
"47983" 100 NA "within an hour" "f"
"47984" 100 80 "within a few hours" "f"
"47985" 100 93 "within an hour" "f"
"47986" 100 100 "within a few hours" "f"
"47987" 100 100 "within a few hours" "t"
"47988" 100 100 "within a few hours" "f"
"47989" NA NA "N/A" "f"
"47990" NA NA "N/A" "f"
"47991" NA NA "N/A" "f"
"47992" 100 100 "within an hour" "f"
"47993" NA NA "N/A" "f"
"47994" NA NA "N/A" "f"
"47995" 100 93 "within a few hours" "f"
"47996" 33 100 "a few days or more" "f"
"47997" 100 NA "within a few hours" "f"
"47998" 100 100 "within a few hours" "f"
"47999" 100 93 "within an hour" "f"
"48000" 88 100 "within a few hours" "f"
"48001" 67 67 "within a few hours" "f"
"48002" 100 94 "within an hour" "f"
"48003" 100 69 "within an hour" "f"
"48004" 100 100 "within an hour" "f"
"48005" 70 84 "within a day" "f"
"48006" NA NA "N/A" "f"
"48007" NA NA "N/A" "f"
"48008" NA 100 "N/A" "f"
"48009" 67 100 "within a day" "f"
"48010" NA NA "N/A" "f"
"48011" 100 100 "within a day" "f"
"48012" NA NA "N/A" "f"
"48013" NA NA "N/A" "f"
"48014" 100 69 "within a few hours" "f"
"48015" NA NA "N/A" "f"
"48016" NA NA "N/A" "f"
"48017" NA NA "N/A" "f"
"48018" 100 100 "within an hour" "t"
"48019" 75 100 "within an hour" "f"
"48020" 100 67 "within a few hours" "f"
"48021" 100 NA "within a few hours" "f"
"48022" 100 100 "within an hour" "t"
"48023" 100 77 "within an hour" "f"
"48024" 100 77 "within a day" "f"
"48025" NA NA "N/A" "f"
"48026" 100 NA "within an hour" "f"
"48027" 90 99 "within an hour" "f"
"48028" 100 75 "within a few hours" "f"
"48029" NA NA "N/A" "f"
"48030" 100 0 "within a day" "f"
"48031" 100 100 "within a day" "f"
"48032" 100 100 "within a few hours" "f"
"48033" 80 75 "within a day" "f"
"48034" 100 100 "within an hour" "f"
"48035" NA NA "N/A" "f"
"48036" 90 78 "within a few hours" "f"
"48037" 20 100 "a few days or more" "f"
"48038" NA NA "N/A" "f"
"48039" NA NA "N/A" "f"
"48040" 100 100 "within an hour" "f"
"48041" 72 97 "within a day" "f"
"48042" NA NA "N/A" "f"
"48043" 100 100 "within an hour" "f"
"48044" 100 78 "within a few hours" "f"
"48045" 100 100 "within an hour" "t"
"48046" 44 50 "a few days or more" "f"
"48047" 100 97 "within a few hours" "f"
"48048" 100 100 "within a few hours" "f"
"48049" 100 0 "within a day" "f"
"48050" 90 80 "within a day" "f"
"48051" 67 50 "within a day" "f"
"48052" 100 50 "within a day" "f"
"48053" 100 100 "within an hour" "f"
"48054" 100 100 "within a few hours" "f"
"48055" 100 0 "within a few hours" "f"
"48056" 70 83 "within a day" "f"
"48057" NA NA "N/A" "f"
"48058" NA NA "N/A" "f"
"48059" 74 100 "within a day" "f"
"48060" 100 100 "within an hour" "f"
"48061" 100 95 "within a few hours" "f"
"48062" 50 100 "within a day" "f"
"48063" NA NA "N/A" "f"
"48064" NA NA "N/A" "f"
"48065" 75 100 "within an hour" "f"
"48066" 90 100 "within a few hours" "f"
"48067" NA NA "N/A" "f"
"48068" 50 NA "within a day" "f"
"48069" NA NA "N/A" "f"
"48070" 100 NA "within a day" "f"
"48071" 100 0 "within an hour" "f"
"48072" 90 73 "within a day" "f"
"48073" 100 75 "within a day" "f"
"48074" 100 NA "within a few hours" "f"
"48075" 100 100 "within a few hours" "t"
"48076" 72 97 "within a day" "f"
"48077" 75 NA "within a day" "f"
"48078" NA NA "N/A" "f"
"48079" 100 33 "within an hour" "f"
"48080" 100 81 "within a few hours" "f"
"48081" 100 97 "within a few hours" "f"
"48082" 94 57 "within a day" "f"
"48083" 100 100 "within an hour" "f"
"48084" NA NA "N/A" "f"
"48085" NA NA "N/A" "f"
"48086" 100 100 "within an hour" "f"
"48087" 100 100 "within an hour" "f"
"48088" 100 100 "within a day" "f"
"48089" 100 93 "within a few hours" "f"
"48090" 60 91 "within a day" "f"
"48091" 100 67 "within a few hours" "f"
"48092" NA NA "N/A" "f"
"48093" 100 88 "within a few hours" "f"
"48094" 100 90 "within a few hours" "f"
"48095" 100 100 "within an hour" "t"
"48096" NA NA "N/A" "f"
"48097" NA NA "N/A" "f"
"48098" 100 89 "within a few hours" "f"
"48099" 100 75 "within a day" "f"
"48100" 100 50 "within a day" "f"
"48101" 100 75 "within a few hours" "f"
"48102" 100 100 "within an hour" "f"
"48103" NA NA "N/A" "f"
"48104" 100 67 "within a few hours" "f"
"48105" 100 70 "within a day" "t"
"48106" NA NA "N/A" "f"
"48107" 100 47 "within an hour" "f"
"48108" NA NA "N/A" "f"
"48109" NA NA "N/A" "f"
"48110" NA NA "N/A" "f"
"48111" 90 50 "within a few hours" "f"
"48112" NA NA "N/A" "f"
"48113" 100 100 "within a few hours" "t"
"48114" 100 89 "within an hour" "f"
"48115" NA NA "N/A" "f"
"48116" 100 71 "within an hour" "f"
"48117" NA NA "N/A" "f"
"48118" NA NA "N/A" "f"
"48119" 100 100 "within an hour" "f"
"48120" 100 NA "within a day" "f"
"48121" 100 97 "within an hour" "f"
"48122" 100 75 "within an hour" "f"
"48123" NA NA "N/A" "f"
"48124" 100 100 "within an hour" "f"
"48125" NA NA "N/A" "f"
"48126" 60 62 "within a day" "f"
"48127" 100 0 "within an hour" "f"
"48128" NA NA "N/A" "f"
"48129" 70 88 "within a few hours" "f"
"48130" NA NA "N/A" "f"
"48131" 100 100 "within an hour" "f"
"48132" 100 100 "within an hour" "f"
"48133" 80 80 "within a few hours" "f"
"48134" 100 NA "within a day" "f"
"48135" NA NA "N/A" "f"
"48136" NA NA "N/A" "f"
"48137" 100 67 "within a few hours" "f"
"48138" 86 67 "within a day" "f"
"48139" 100 67 "within a few hours" "f"
"48140" NA NA "N/A" "f"
"48141" 100 100 "within a few hours" "f"
"48142" 100 100 "within a few hours" "f"
"48143" NA NA "N/A" "f"
"48144" NA NA "N/A" "f"
"48145" NA NA "N/A" "f"
"48146" 88 75 "within a few hours" "f"
"48147" 100 0 "within a few hours" "f"
"48148" 100 0 "within a few hours" "f"
"48149" 100 100 "within an hour" "f"
"48150" 83 100 "within an hour" "f"
"48151" NA NA "N/A" "f"
"48152" 100 100 "within an hour" "f"
"48153" 100 100 "within a few hours" "f"
"48154" NA 100 "N/A" "f"
"48155" NA NA "N/A" "f"
"48156" 100 100 "within a few hours" "f"
"48157" 100 100 "within a few hours" "f"
"48158" 100 100 "within an hour" "f"
"48159" 81 47 "within a day" "f"
"48160" 60 80 "within a few hours" "f"
"48161" NA NA "N/A" "f"
"48162" 100 100 "within an hour" "f"
"48163" NA NA "N/A" "f"
"48164" NA NA "N/A" "f"
"48165" 100 57 "within a few hours" "f"
"48166" NA NA "N/A" "f"
"48167" NA NA "N/A" "f"
"48168" 100 100 "within an hour" "f"
"48169" NA NA "N/A" "f"
"48170" 100 0 "within a day" "f"
"48171" NA NA "N/A" "f"
"48172" 100 71 "within a day" "f"
"48173" 100 100 "within a few hours" "t"
"48174" NA NA "N/A" "f"
"48175" 86 100 "within a few hours" "f"
"48176" 100 100 "within an hour" "f"
"48177" 100 100 "within an hour" "f"
"48178" NA NA "N/A" "f"
"48179" 100 100 "within an hour" "f"
"48180" NA 100 "N/A" "f"
"48181" 83 100 "within a day" "f"
"48182" 100 67 "within a day" "t"
"48183" 100 100 "within a few hours" "f"
"48184" 92 67 "within a few hours" "f"
"48185" 100 100 "within an hour" "f"
"48186" 100 NA "within a day" "f"
"48187" NA NA "N/A" "f"
"48188" NA NA "N/A" "f"
"48189" 100 100 "within an hour" "f"
"48190" NA NA "N/A" "f"
"48191" 63 100 "within a day" "f"
"48192" NA NA "N/A" "f"
"48193" 100 NA "within an hour" "f"
"48194" 33 0 "a few days or more" "f"
"48195" 90 100 "within a few hours" "f"
"48196" NA NA "N/A" "f"
"48197" 100 100 "within an hour" "f"
"48198" 100 89 "within an hour" "f"
"48199" 67 100 "within a day" "f"
"48200" 100 77 "within a day" "f"
"48201" 95 100 "within an hour" "f"
"48202" NA NA "N/A" "f"
"48203" NA NA "N/A" "f"
"48204" NA NA "N/A" "f"
"48205" 100 100 "within a few hours" "t"
"48206" 100 100 "within a few hours" "f"
"48207" 100 NA "within a day" "f"
"48208" 100 100 "within an hour" "f"
"48209" 100 100 "within an hour" "t"
"48210" 90 94 "within a day" "f"
